code,name,price,gender,summary,color_name,series_list,series_img_list,size_list,media_list,info_long,size_img,image_big,information
164952C,척 70 빈티지 캔버스,89000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,매직플라밍고,"['164952C#','162058C','162062C','164949C','164950C','162065C','162063C','164951C']","['https://image.converse.co.kr/cmsstatic/product/164952C_164952C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162058C_162058C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162062C_162062C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162065C_162065C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162063C_162063C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164952C_164952C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_07.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24065/164952C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100%outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164947C,척 70 빈티지 캔버스,95000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,매직플라밍고,"['164947C#','162050C','162053C','164944C','164945C','162056C','162054C','164946C']","['https://image.converse.co.kr/cmsstatic/product/164947C_164947C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162050C_162050C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162053C_162053C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162056C_162056C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164947C_164947C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_07.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24064/164947C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100%outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164950C,척 70 빈티지 캔버스,89000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,오비시디언,"['164950C#','162058C','162062C','164949C','162065C','162063C','164952C','164951C']","['https://image.converse.co.kr/cmsstatic/product/164950C_164950C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162058C_162058C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162062C_162062C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162065C_162065C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162063C_162063C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164950C_164950C_01.mp4','https://image.converse.co.kr/cmsstatic/product/24063/164950C_164950C_pdp-primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_07.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24063/164950C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100%outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164945C,척 70 빈티지 캔버스,95000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,오비시디언,"['164945C#','162050C','162053C','164944C','162056C','162054C','164947C','164946C']","['https://image.converse.co.kr/cmsstatic/product/164945C_164945C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162050C_162050C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162053C_162053C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162056C_162056C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164945C_164945C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_07.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24062/164945C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100%outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164951C,척 70 빈티지 캔버스,89000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,메이슨,"['164951C#','162058C','162062C','164949C','164950C','162065C','162063C','164952C']","['https://image.converse.co.kr/cmsstatic/product/164951C_164951C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162058C_162058C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162062C_162062C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162065C_162065C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162063C_162063C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164951C_164951C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_07.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24103/164951C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100% outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164946C,척 70 빈티지 캔버스,95000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,메이슨,"['164946C#','162050C','162053C','164944C','164945C','162056C','162054C','164947C']","['https://image.converse.co.kr/cmsstatic/product/164946C_164946C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162050C_162050C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162053C_162053C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162056C_162056C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164946C_164946C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_06.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24102/164946C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100% outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164949C,척 70 빈티지 캔버스,89000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,에나멜레드,"['164949C#','162058C','162062C','164950C','162065C','162063C','164952C','164951C']","['https://image.converse.co.kr/cmsstatic/product/164949C_164949C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162058C_162058C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162062C_162062C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164950C_164950C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162065C_162065C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162063C_162063C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164952C_164952C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164951C_164951C_pdp-option.jpg?browse=']","['225','230','235','240','245','250','255','260','265','270','275','280','285']","['https://image.converse.co.kr/product/164949C_164949C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164949C_164949C_07.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24101/164949C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100% outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
164944C,척 70 빈티지 캔버스,95000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,에나멜레드,"['164944C#','162050C','162053C','164945C','162056C','162054C','164947C','164946C']","['https://image.converse.co.kr/cmsstatic/product/164944C_164944C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162050C_162050C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162053C_162053C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162056C_162056C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/product/164944C_164944C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_06.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/24100/164944C.jpg,"{'제품소재': '겉감: 면 100% 안감: 면 100% outsole: 고무 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
161577C,원스타 프리미엄 스웨이드,99000,남녀공용,프리미엄 스웨이드에 더해진 빈티지 감성,화이트,"['161577C#','158369C']","['https://image.converse.co.kr/cmsstatic/product/161577C_161577C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290']","['https://image.converse.co.kr/cmsstatic/product/161577C_161577C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/161577C_161577C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/161577C_161577C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/161577C_161577C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/161577C_161577C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/161577C_161577C_06.jpg?browse=']","['원스타 프리미엄 스웨이드','컨버스 스테디셀러 원스타 프리미엄 스웨이드는 기존 원스타의 아이코닉한 실루엣에 프리미엄 스웨이드 어퍼와 향상된 디테일을 더해 제작되었습니다. 블랙 컬러의 스트라이프 디테일이 추가된 화이트 미드솔과 편안한 착화감을 제공하는 오솔라이트 인솔이 만나 탄생한 한층 업그레이드된 스니커즈입니다.','*프리미엄 룩을 연출하는 헤어리 스웨이드 소재의 어퍼','*블랙 스트라이프가 가미된 화이트 미드솔','*편안한 착화감을 선사하는 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/22232/2019020710450500000090546.jpg,"{'제품소재': '겉감: 천연가죽(소가죽) 98%,면 2%/ 안감: 폴리에스터 85%,폴리우레탄 15%','색상': '화이트','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
158369C,원스타 프리미엄 스웨이드,99000,남녀공용,프리미엄 스웨이드에 더해진 빈티지 감성,블랙,"['158369C#','161577C']","['https://image.converse.co.kr/cmsstatic/product/158369C_158369C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/161577C_161577C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','265','275','280','285','290']","['https://image.converse.co.kr/cmsstatic/product/158369C_158369C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_07.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/158369C_158369C_08.jpg?browse=']","['원스타 프리미엄 스웨이드','컨버스 스테디셀러 원스타 프리미엄 스웨이드는 기존 원스타의 아이코닉한 실루엣에 프리미엄 스웨이드 어퍼와 향상된 디테일을 더해 제작되었습니다. 블랙 컬러의 스트라이프 디테일이 추가된 화이트 미드솔과 편안한 착화감을 제공하는 오솔라이트 인솔이 만나 탄생한 한층 업그레이드된 스니커즈입니다.','*프리미엄 룩을 연출하는 헤어리 스웨이드 소재의 어퍼','*블랙 스트라이프가 가미된 화이트 미드솔','*편안한 착화감을 선사하는 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/22231/2019020710450500000090546.jpg,"{'제품소재': '겉감: 천연가죽(소가죽) 98%,면 2%/ 안감: 폴리에스터 85%,폴리우레탄 15%','색상': '블랙','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
